months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,auto_make,auto_year,fraud_reported
126,33,OH,500/1000,1000,1141.71,2000000,FEMALE,JD,priv-house-serv,own-child,36700,-73400,2015-01-04,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,21,1,YES,1,2,?,Suburu,2009,N
48,35,IL,100/300,500,1090.03,0,FEMALE,JD,exec-managerial,unmarried,0,-51000,2015-01-30,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,1,1,YES,0,2,NO,Saab,2005,N
297,48,IN,250/500,1000,1464.73,3000000,MALE,PhD,exec-managerial,other-relative,54900,-36700,2015-01-25,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,17,3,?,0,0,NO,Toyota,2013,N
160,36,OH,100/300,1000,1118.58,0,FEMALE,High School,prof-specialty,husband,0,-36600,2015-01-22,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,5,3,NO,2,1,NO,Saab,2003,N
406,58,OH,250/500,2000,1117.04,0,MALE,MD,exec-managerial,own-child,0,-42700,2015-01-01,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,15,3,?,1,2,?,Volkswagen,2009,N
157,31,IN,500/1000,500,1257.83,7000000,MALE,High School,farming-fishing,own-child,40700,-41600,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,2,4,NO,2,2,NO,Accura,2011,Y
146,31,OH,250/500,2000,1082.72,0,FEMALE,PhD,machine-op-inspct,not-in-family,61400,-57500,2015-01-15,Vehicle Theft,?,Minor Damage,None,SC,3,1,YES,2,0,NO,Accura,2015,N
409,57,IN,100/300,1000,1191.8,6000000,MALE,High School,protective-serv,unmarried,55600,0,2015-01-06,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,19,1,NO,1,0,?,Ford,2012,N
252,46,IN,100/300,1000,1242.02,0,MALE,Masters,adm-clerical,wife,0,-28800,2015-02-08,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,17,1,YES,0,2,YES,Jeep,2003,N
6,27,OH,250/500,500,1075.71,0,FEMALE,High School,prof-specialty,unmarried,0,-47400,2015-02-17,Vehicle Theft,?,Trivial Damage,Police,WV,7,1,?,0,1,YES,Saab,2015,N
103,33,IN,100/300,1000,969.88,6000000,MALE,MD,armed-forces,own-child,0,0,2015-01-21,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,21,1,NO,1,0,YES,Chevrolet,2002,N
369,53,OH,250/500,2000,1459.93,0,FEMALE,Masters,priv-house-serv,not-in-family,0,0,2015-02-09,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,10,2,YES,1,3,NO,Jeep,2012,N
261,46,IL,500/1000,1000,1245.61,0,MALE,MD,transport-moving,own-child,0,0,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,11,1,YES,1,0,?,Ford,2008,N
159,33,IN,100/300,2000,1462.76,0,FEMALE,College,craft-repair,husband,69200,-36900,2015-02-24,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,23,3,YES,2,0,NO,Mercedes,2004,Y
344,51,IN,100/300,2000,1398.46,0,MALE,Associate,sales,other-relative,0,0,2015-02-02,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,14,1,?,0,2,NO,Audi,2004,N
437,60,OH,500/1000,1000,1269.64,0,FEMALE,College,armed-forces,unmarried,48800,0,2015-02-14,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,10,1,NO,1,3,NO,Chevrolet,2012,Y
65,30,IN,100/300,500,1455.65,4000000,FEMALE,College,transport-moving,wife,0,-66300,2015-02-15,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,6,3,?,2,3,NO,Honda,1999,N
280,41,OH,500/1000,2000,1140.31,0,MALE,MD,adm-clerical,husband,29300,-64700,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,10,3,?,0,3,YES,Toyota,1999,N
269,45,IN,500/1000,500,1330.46,0,FEMALE,High School,machine-op-inspct,wife,54800,-64100,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,5,3,?,0,0,NO,Suburu,2008,N
275,40,OH,250/500,2000,1190.6,0,MALE,Masters,exec-managerial,unmarried,0,-45300,2015-01-06,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,OH,17,1,?,1,3,YES,Chevrolet,2001,N
265,45,OH,250/500,500,972.5,0,FEMALE,College,exec-managerial,unmarried,0,0,2015-01-19,Vehicle Theft,?,Trivial Damage,None,NC,3,1,NO,2,3,NO,Ford,1995,N
283,43,IN,100/300,2000,1161.91,0,FEMALE,Associate,adm-clerical,not-in-family,0,-50400,2015-01-17,Parked Car,?,Minor Damage,None,WV,9,1,?,0,3,NO,BMW,2006,N
84,29,OH,250/500,1000,1117.17,0,FEMALE,High School,machine-op-inspct,not-in-family,0,-29900,2015-02-12,Parked Car,?,Trivial Damage,Police,SC,6,1,YES,2,0,YES,BMW,2005,N
247,44,OH,250/500,2000,1101.51,0,FEMALE,College,farming-fishing,not-in-family,64000,0,2015-02-11,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,22,3,NO,2,2,NO,Chevrolet,2008,N
56,29,IL,100/300,1000,1523.17,0,MALE,Masters,prof-specialty,own-child,0,0,2015-02-21,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,10,3,?,1,2,YES,Jeep,1995,N
210,39,OH,500/1000,1000,984.45,0,MALE,Associate,armed-forces,unmarried,0,0,2015-01-02,Vehicle Theft,?,Minor Damage,None,NC,4,1,YES,1,2,?,Dodge,1997,N
108,32,OH,500/1000,2000,1257.0,4000000,FEMALE,High School,machine-op-inspct,unmarried,63900,-43700,2015-01-11,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,23,1,NO,1,3,NO,Suburu,1999,N
328,49,OH,500/1000,500,1434.51,0,FEMALE,Masters,transport-moving,wife,0,0,2015-02-23,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,19,1,?,0,2,YES,Mercedes,2005,N
186,37,OH,250/500,2000,1628.0,0,FEMALE,JD,priv-house-serv,unmarried,0,0,2015-01-28,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,22,1,YES,1,2,YES,Jeep,2009,N
277,44,IN,500/1000,500,1412.31,0,MALE,High School,priv-house-serv,unmarried,0,0,2015-02-01,Vehicle Theft,?,Trivial Damage,Police,NC,6,1,NO,1,3,NO,Jeep,2005,N
138,33,IL,250/500,500,1362.87,5000000,FEMALE,JD,exec-managerial,own-child,56900,-56900,2015-02-24,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,6,1,NO,2,0,?,BMW,2007,N
208,41,IN,100/300,1000,1134.68,0,FEMALE,College,tech-support,husband,0,0,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,18,1,NO,2,2,?,Volkswagen,1996,N
147,37,IN,250/500,1000,1306.78,0,MALE,MD,prof-specialty,other-relative,0,0,2015-01-14,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,22,1,?,1,0,NO,Toyota,1995,N
8,21,IN,500/1000,500,1021.9,0,MALE,High School,handlers-cleaners,husband,0,0,2015-02-05,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,21,1,?,0,0,?,Toyota,2012,N
297,48,IN,100/300,1000,1538.6,0,FEMALE,MD,other-service,wife,0,-54700,2015-01-11,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,12,1,?,0,0,?,Ford,2004,N
150,31,IN,500/1000,1000,1354.5,0,MALE,Masters,machine-op-inspct,husband,52800,0,2015-01-02,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,6,3,?,0,3,YES,Suburu,2000,Y
4,34,OH,500/1000,500,1282.93,0,FEMALE,College,exec-managerial,other-relative,0,0,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,0,4,?,0,0,?,Chevrolet,1996,Y
210,35,IL,500/1000,1000,1346.27,0,MALE,Masters,farming-fishing,not-in-family,44900,-91400,2015-01-03,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,11,1,NO,0,2,?,BMW,2013,N
91,31,IN,100/300,1000,1338.4,4000000,FEMALE,High School,priv-house-serv,own-child,63600,0,2015-02-25,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,19,1,?,1,0,NO,Nissan,2011,N
167,36,IL,100/300,1000,949.44,0,FEMALE,Masters,exec-managerial,other-relative,0,-38400,2015-01-19,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,22,3,?,0,0,NO,Mercedes,2008,Y
467,58,IN,500/1000,2000,977.4,0,MALE,Masters,transport-moving,own-child,82200,0,2015-01-03,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,2,1,YES,2,3,NO,Nissan,2014,N
264,47,IN,250/500,2000,1181.46,10000000,FEMALE,JD,transport-moving,other-relative,0,-67400,2015-02-12,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,16,4,YES,1,2,YES,Dodge,2001,N
270,45,OH,500/1000,500,1187.53,0,FEMALE,PhD,priv-house-serv,not-in-family,83200,-53300,2015-02-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,23,3,?,0,0,YES,Saab,2005,N
310,48,OH,100/300,1000,845.16,0,FEMALE,Masters,priv-house-serv,other-relative,0,0,2015-02-25,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,21,1,YES,1,0,NO,Audi,2005,Y
143,34,IL,100/300,500,1442.27,0,MALE,College,priv-house-serv,wife,67900,0,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,10,1,?,2,3,YES,Dodge,1999,N
146,32,OH,100/300,2000,1276.43,0,MALE,Associate,priv-house-serv,own-child,0,0,2015-02-09,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,12,1,?,0,3,?,Honda,1995,N
102,28,OH,250/500,500,1075.41,0,MALE,MD,machine-op-inspct,wife,55200,0,2015-02-15,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,6,1,NO,1,0,NO,Dodge,1996,N
61,23,IL,100/300,500,1111.72,0,MALE,JD,exec-managerial,other-relative,54600,0,2015-02-25,Single Vehicle Collision,Side Collision,Major Damage,Fire,PA,6,1,?,1,2,?,Suburu,1997,N
255,44,OH,500/1000,2000,814.96,6000000,FEMALE,PhD,priv-house-serv,not-in-family,68500,0,2015-02-05,Parked Car,?,Trivial Damage,Police,NC,7,1,?,2,2,NO,Mercedes,2005,Y
211,40,IL,500/1000,1000,1575.86,0,FEMALE,PhD,other-service,own-child,0,0,2015-01-12,Vehicle Theft,?,Trivial Damage,Police,WV,3,1,NO,1,1,NO,Audi,2004,N
61,29,IN,250/500,1000,1115.27,0,MALE,JD,handlers-cleaners,unmarried,0,-66000,2015-01-01,Parked Car,?,Trivial Damage,None,VA,10,1,YES,2,1,YES,Nissan,2010,N
108,31,IN,500/1000,2000,1175.7,0,MALE,Masters,protective-serv,not-in-family,0,0,2015-02-19,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,14,1,NO,0,2,NO,Dodge,2006,N
303,50,OH,100/300,500,793.15,0,MALE,MD,tech-support,own-child,54600,-45500,2015-01-14,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,17,3,NO,0,3,NO,Dodge,2008,N
152,33,IN,250/500,500,942.51,0,FEMALE,PhD,transport-moving,wife,0,0,2015-01-30,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,16,1,YES,0,0,?,Suburu,2001,Y
120,34,IN,500/1000,1000,1056.71,0,FEMALE,JD,protective-serv,not-in-family,77900,0,2015-01-20,Parked Car,?,Minor Damage,None,VA,3,1,NO,2,1,?,Jeep,2002,N
144,36,IN,500/1000,2000,1255.68,6000000,FEMALE,Associate,sales,other-relative,23600,-15600,2015-02-18,Parked Car,?,Minor Damage,None,NC,7,1,NO,0,0,?,Dodge,2014,N
414,52,IN,500/1000,500,1335.13,0,FEMALE,High School,farming-fishing,unmarried,44000,-71000,2015-01-07,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,13,1,YES,1,1,?,Chevrolet,1999,Y
163,37,IN,250/500,500,1178.95,6000000,FEMALE,JD,priv-house-serv,own-child,0,-67300,2015-01-16,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,20,1,YES,2,3,YES,Jeep,2005,N
352,53,IL,250/500,500,1793.16,0,MALE,Associate,tech-support,wife,0,0,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,23,1,YES,2,2,NO,Chevrolet,2009,N
27,32,OH,100/300,500,1008.38,0,FEMALE,PhD,adm-clerical,other-relative,37900,0,2015-02-01,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,11,1,NO,1,0,?,Dodge,2013,N
239,39,IL,100/300,500,1396.83,0,FEMALE,Masters,other-service,husband,0,0,2015-01-06,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,0,4,?,0,3,NO,BMW,2007,N
33,32,OH,100/300,500,1402.78,5000000,FEMALE,PhD,other-service,husband,70300,-50300,2015-02-02,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,2,1,YES,0,1,?,Toyota,2012,N
88,30,IN,100/300,1000,1437.88,0,FEMALE,College,transport-moving,husband,42800,-51200,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,3,1,NO,2,0,YES,Chevrolet,2003,N
101,33,IL,500/1000,1000,1313.64,0,FEMALE,College,priv-house-serv,unmarried,12100,0,2015-02-10,Parked Car,?,Trivial Damage,None,NY,3,1,YES,1,0,NO,Audi,1997,N
20,37,IL,250/500,500,1482.14,0,FEMALE,Associate,transport-moving,husband,33000,-43600,2015-02-22,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,15,3,?,2,1,NO,Suburu,2003,N
126,30,IL,250/500,2000,1171.75,0,FEMALE,Associate,machine-op-inspct,not-in-family,46500,-42700,2015-01-31,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,23,1,?,2,3,NO,Chevrolet,2011,N
264,43,IL,500/1000,2000,1353.33,0,MALE,Associate,adm-clerical,not-in-family,0,-8500,2015-02-12,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,9,3,YES,2,0,NO,Ford,2007,N
78,24,IN,100/300,500,1175.51,0,MALE,Masters,craft-repair,husband,0,0,2015-01-06,Vehicle Theft,?,Minor Damage,Police,NY,20,1,?,0,1,YES,Dodge,2003,N
123,28,IL,100/300,2000,1836.02,0,MALE,Masters,transport-moving,own-child,38000,-41200,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,5,1,?,2,1,YES,Volkswagen,2011,Y
347,51,OH,500/1000,500,1480.79,9000000,FEMALE,MD,priv-house-serv,unmarried,0,-12100,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,15,1,YES,0,2,?,Jeep,1997,N
163,38,IN,500/1000,2000,1453.92,0,FEMALE,PhD,other-service,other-relative,51700,0,2015-02-21,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,13,1,YES,2,3,?,Accura,1995,N
271,44,OH,250/500,500,1340.71,0,FEMALE,High School,tech-support,other-relative,0,0,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,16,1,NO,2,2,NO,Volkswagen,1997,Y
410,54,IL,100/300,2000,714.03,0,MALE,MD,protective-serv,own-child,0,-17000,2015-02-16,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,0,1,YES,0,2,NO,Honda,2001,N
448,57,IL,100/300,2000,1376.16,0,FEMALE,PhD,tech-support,own-child,38600,-50300,2015-02-04,Multi-vehicle Collision,Front Collision,Major Damage,Police,SC,10,3,NO,2,1,?,Suburu,2013,Y
218,41,IL,100/300,500,914.22,0,MALE,JD,prof-specialty,wife,37900,-72900,2015-01-22,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,14,3,NO,2,0,NO,Saab,2013,N
43,38,OH,500/1000,1000,1601.47,0,MALE,PhD,handlers-cleaners,other-relative,64400,0,2015-02-15,Multi-vehicle Collision,Front Collision,Total Loss,Other,SC,1,3,YES,2,2,?,Nissan,2006,N
33,33,IL,500/1000,1000,1096.79,6000000,FEMALE,Associate,handlers-cleaners,unmarried,45500,-60600,2015-01-07,Single Vehicle Collision,Rear Collision,Major Damage,Police,VA,16,1,?,2,1,?,BMW,1998,N
126,34,IN,100/300,2000,1078.22,0,FEMALE,Masters,transport-moving,wife,54500,0,2015-02-23,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,2,3,NO,0,1,YES,Chevrolet,2007,N
411,56,IL,250/500,1000,1595.28,0,FEMALE,College,protective-serv,other-relative,0,0,2015-01-06,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,23,3,?,0,0,?,Volkswagen,2007,N
225,37,OH,100/300,1000,1217.84,5000000,FEMALE,High School,farming-fishing,not-in-family,49600,0,2015-02-07,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,19,3,?,2,2,NO,Volkswagen,2015,N
35,35,IL,100/300,2000,1117.42,0,FEMALE,PhD,protective-serv,not-in-family,0,-51900,2015-02-14,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NC,23,3,NO,2,2,NO,Volkswagen,1996,N
460,57,OH,100/300,2000,1567.37,0,FEMALE,JD,craft-repair,husband,62500,0,2015-02-15,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,10,1,?,2,3,NO,Nissan,2014,Y
195,38,IL,500/1000,2000,1294.93,6000000,MALE,MD,tech-support,unmarried,38000,-50300,2015-02-14,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,WV,12,3,YES,1,2,NO,Dodge,2003,N
360,51,IL,250/500,1000,1152.12,0,MALE,PhD,armed-forces,not-in-family,0,-62400,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,15,3,NO,2,0,YES,BMW,2000,N
300,49,IL,100/300,1000,1441.21,0,FEMALE,PhD,farming-fishing,wife,0,0,2015-01-04,Vehicle Theft,?,Trivial Damage,None,SC,3,1,NO,1,0,NO,Nissan,2001,N
245,42,IL,500/1000,1000,1575.74,7000000,MALE,JD,exec-managerial,other-relative,0,-68900,2015-02-20,Parked Car,?,Minor Damage,Police,PA,19,1,?,2,2,?,Toyota,2011,Y
146,36,OH,500/1000,2000,1233.96,0,FEMALE,Masters,other-service,other-relative,34500,-60600,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Police,NC,16,3,NO,1,1,NO,Nissan,2015,N
67,29,IL,250/500,1000,1861.43,0,MALE,High School,adm-clerical,husband,60400,-67800,2015-01-15,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,16,1,NO,0,3,YES,Saab,1998,Y
380,56,OH,100/300,1000,1570.86,0,MALE,MD,farming-fishing,other-relative,66000,0,2015-01-05,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,10,1,?,0,1,YES,Saab,1996,Y
389,53,IL,500/1000,2000,791.47,0,MALE,Masters,armed-forces,unmarried,0,0,2015-01-01,Vehicle Theft,?,Minor Damage,Police,NC,6,1,NO,1,2,NO,Mercedes,2001,Y
317,46,IN,250/500,1000,1012.78,0,MALE,MD,sales,other-relative,43700,0,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,18,1,NO,2,1,NO,Mercedes,1999,Y
264,44,IL,100/300,500,1047.06,6000000,MALE,College,exec-managerial,wife,0,0,2015-02-13,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,20,3,NO,0,2,NO,Ford,1999,N
20,21,OH,250/500,1000,1390.29,0,FEMALE,Masters,priv-house-serv,other-relative,0,-41200,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,PA,14,1,NO,0,0,?,Accura,2006,N
116,30,IN,500/1000,500,951.46,0,MALE,JD,handlers-cleaners,not-in-family,0,-35500,2015-01-31,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,8,3,NO,0,3,?,Volkswagen,2004,Y
222,40,IL,100/300,1000,1226.78,0,MALE,JD,armed-forces,unmarried,49600,-49200,2015-01-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,17,2,YES,2,0,?,BMW,2013,N
439,56,OH,100/300,500,1280.9,0,MALE,High School,armed-forces,own-child,48900,-40900,2015-01-30,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,9,1,NO,2,0,?,Jeep,2009,N
66,28,IN,100/300,2000,1472.77,0,MALE,Associate,adm-clerical,husband,0,-31700,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,0,1,?,2,1,?,Nissan,1995,N
128,29,OH,500/1000,1000,1878.44,0,MALE,High School,other-service,husband,0,-76000,2015-02-20,Single Vehicle Collision,Rear Collision,Total Loss,Fire,VA,2,1,NO,0,0,?,Chevrolet,2003,N
69,24,IN,500/1000,500,1418.5,0,FEMALE,High School,armed-forces,other-relative,0,0,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,23,3,?,0,0,NO,Dodge,2012,N
294,46,IL,100/300,500,1532.8,0,MALE,College,prof-specialty,own-child,0,0,2015-02-23,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,8,1,NO,0,3,YES,Mercedes,2013,N
19,29,OH,250/500,500,1304.35,0,MALE,JD,transport-moving,not-in-family,0,0,2015-02-08,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,6,3,NO,0,2,?,Dodge,2005,Y
191,33,OH,500/1000,2000,1551.61,0,MALE,High School,armed-forces,unmarried,45000,-30400,2015-02-21,Vehicle Theft,?,Minor Damage,None,WV,3,1,YES,1,1,NO,Toyota,2005,N
4,39,IL,100/300,1000,1326.98,6000000,FEMALE,High School,machine-op-inspct,unmarried,64200,0,2015-01-13,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,14,3,YES,1,3,?,Jeep,2007,N
298,49,OH,250/500,500,862.92,0,MALE,MD,machine-op-inspct,wife,0,-71700,2015-01-17,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,16,3,NO,0,2,NO,Saab,2007,N
231,43,IN,100/300,2000,1331.69,0,FEMALE,Masters,adm-clerical,not-in-family,0,0,2015-02-18,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,12,1,?,1,2,NO,Chevrolet,2015,N
338,47,OH,250/500,2000,1486.04,0,FEMALE,Associate,armed-forces,own-child,0,-56200,2015-01-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,1,3,NO,2,3,?,Dodge,2014,Y
261,46,IN,100/300,1000,870.55,0,MALE,PhD,prof-specialty,unmarried,0,-49400,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,19,1,?,0,3,?,Chevrolet,2013,N
321,44,IL,500/1000,2000,1344.56,6000000,MALE,Associate,machine-op-inspct,husband,0,-39100,2015-02-12,Vehicle Theft,?,Trivial Damage,Police,NY,7,1,?,1,2,NO,Accura,1999,N
0,32,OH,500/1000,1000,1377.04,0,MALE,College,tech-support,wife,61400,-41100,2015-01-17,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,6,4,?,1,1,NO,Accura,2002,N
405,58,IL,250/500,500,1237.88,0,MALE,MD,exec-managerial,not-in-family,0,-46900,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,11,1,?,0,0,?,Mercedes,1997,Y
304,49,IN,100/300,1000,1525.86,0,FEMALE,PhD,craft-repair,own-child,0,0,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,2,1,YES,1,1,YES,Saab,2013,N
1,29,OH,500/1000,500,854.58,0,FEMALE,JD,craft-repair,other-relative,52200,0,2015-01-01,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,15,1,?,2,3,YES,Honda,2003,N
26,39,IN,250/500,1000,770.76,0,MALE,Masters,tech-support,husband,0,-53700,2015-02-18,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,0,1,NO,0,2,?,Mercedes,2015,N
202,38,IL,100/300,2000,1132.74,0,FEMALE,Associate,armed-forces,husband,0,-37500,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,12,1,YES,1,1,NO,Nissan,2005,N
289,48,IL,500/1000,500,1173.37,8000000,FEMALE,PhD,handlers-cleaners,own-child,0,-42700,2015-01-09,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,1,1,?,1,0,?,Accura,1999,N
61,26,OH,100/300,2000,1188.28,6000000,FEMALE,JD,farming-fishing,wife,0,-53800,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,16,2,YES,1,0,NO,Ford,2015,Y
334,46,IL,100/300,1000,876.88,6000000,MALE,MD,sales,other-relative,0,0,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,2,1,NO,2,1,NO,Jeep,1998,N
12,24,IL,500/1000,1000,1143.95,0,FEMALE,PhD,tech-support,other-relative,51400,0,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,13,3,NO,2,1,?,Nissan,2011,N
86,29,IL,100/300,2000,1409.06,0,MALE,High School,prof-specialty,husband,74200,-68100,2015-01-30,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,0,1,NO,2,2,YES,Accura,2005,N
83,24,IN,500/1000,1000,1070.63,0,FEMALE,High School,machine-op-inspct,unmarried,0,0,2015-02-20,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,0,3,?,0,1,NO,Honda,2003,N
126,30,IL,500/1000,2000,916.13,0,MALE,College,sales,unmarried,55300,-58400,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,16,3,YES,2,0,NO,Mercedes,2002,N
209,38,OH,250/500,500,1191.5,0,MALE,High School,priv-house-serv,husband,38600,-52900,2015-01-31,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,8,1,NO,2,0,?,Audi,2015,N
283,48,OH,500/1000,1000,1474.66,0,FEMALE,JD,sales,husband,0,-46200,2015-02-17,Parked Car,?,Trivial Damage,Police,NY,9,1,?,2,3,NO,Volkswagen,2003,N
194,34,IL,250/500,1000,1193.45,0,MALE,JD,other-service,not-in-family,0,0,2015-01-24,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,11,1,?,2,1,YES,Nissan,1997,N
184,38,IL,250/500,1000,1437.53,0,FEMALE,College,transport-moving,not-in-family,0,0,2015-02-02,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,6,3,?,0,2,NO,Dodge,2013,Y
479,60,IL,100/300,2000,1304.83,0,FEMALE,College,other-service,husband,0,0,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,18,1,NO,0,0,NO,Honda,2001,N
284,48,OH,250/500,1000,1168.8,0,FEMALE,JD,tech-support,other-relative,0,-42400,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,11,1,?,0,3,YES,Mercedes,2001,N
65,27,IN,100/300,1000,1164.97,0,FEMALE,College,adm-clerical,wife,43000,-42500,2015-01-17,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,17,1,?,1,2,YES,Chevrolet,2004,N
222,39,IL,250/500,1000,1232.72,0,MALE,High School,armed-forces,own-child,87800,-51200,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,21,3,?,1,0,NO,Jeep,1999,Y
